0.42818	0.43092	0.42515	0.4264	0.41985	0.42269	0.41956	0.41461	0.44109	0.42028	0.42473	0.42586	0.70859	0.44376	0.55141	0.43877	0.40915	0.43244	0.41745	0.42573	0.43913	0.42645	0.4198	0.43212	0.46	0.42536	0.42472	0.42204	0.52612	0.45438	0.45552	0.56242	0.42937	0.42471	0.42563	0.42587	0.42599	0.42507	0.42767	0.4266	0.44381	0.4055	0.43236	0.41861	0.43977	0.46355	0.39812	0.42478	0.43148	0.42283	0.4239	0.42594	0.43062	0.42341	0.42044	0.42582	0.41654	0.42919	0.42772	0.42575	0.43341	0.42409	0.42589	0.42725	0.42746	0.41887	0.42458	0.42598	0.44454	0.43368	0.4262	0.42539	0.41042	0.43123	0.42678	0.42565	0.43588	0.42775	0.43116	0.4275	0.43541	0.42588	0.42163	0.42306	0.43501	0.42115	0.42561	0.42066	0.41654	0.42919	0.42772	0.42575
0.428	0.43095	0.42519	0.42639	0.41969	0.42279	0.41961	0.41464	0.4411	0.42019	0.42475	0.42585	0.70165	0.44273	0.55106	0.43875	0.41011	0.43263	0.41747	0.42573	0.43867	0.42613	0.4198	0.43212	0.45941	0.42504	0.42472	0.42205	0.51931	0.45369	0.455	0.56206	0.42959	0.42471	0.42561	0.42588	0.42566	0.42507	0.42767	0.42659	0.44331	0.40533	0.43241	0.4186	0.43975	0.46365	0.3981	0.42477	0.4318	0.4228	0.42392	0.42596	0.4304	0.42335	0.42044	0.42582	0.41673	0.4292	0.42772	0.42575	0.43316	0.42409	0.42589	0.42724	0.42723	0.41881	0.42459	0.42598	0.4439	0.4334	0.42618	0.42539	0.41041	0.43132	0.42676	0.42565	0.43602	0.4277	0.43115	0.4275	0.4353	0.42586	0.42163	0.42305	0.43472	0.42108	0.42561	0.42066	0.41673	0.4292	0.42772	0.42575
0.42783	0.43099	0.42523	0.42638	0.41954	0.42288	0.41966	0.41468	0.4411	0.4201	0.42476	0.42585	0.69469	0.4417	0.55071	0.43873	0.4111	0.43283	0.4175	0.42573	0.43818	0.42582	0.4198	0.43212	0.45883	0.42471	0.42471	0.42205	0.51249	0.45299	0.45448	0.5617	0.42982	0.42471	0.42558	0.42588	0.42534	0.42508	0.42767	0.42657	0.44279	0.40517	0.43246	0.4186	0.43972	0.46375	0.39808	0.42475	0.4321	0.42277	0.42393	0.42597	0.43018	0.42328	0.42045	0.42583	0.41692	0.4292	0.42772	0.42575	0.4329	0.42409	0.42589	0.42724	0.42701	0.41875	0.4246	0.42598	0.44325	0.43311	0.42616	0.42539	0.41041	0.43141	0.42674	0.42565	0.43616	0.42764	0.43114	0.4275	0.43518	0.42583	0.42163	0.42305	0.43444	0.42101	0.42562	0.42066	0.41692	0.4292	0.42772	0.42575
0.42766	0.43103	0.42527	0.42637	0.4194	0.42298	0.41971	0.41471	0.44109	0.42001	0.42478	0.42585	0.68772	0.44067	0.55036	0.43871	0.41209	0.43302	0.41752	0.42573	0.43768	0.4255	0.4198	0.43212	0.45823	0.42438	0.42471	0.42205	0.50568	0.45228	0.45396	0.56134	0.43005	0.42471	0.42556	0.42588	0.42502	0.42508	0.42766	0.42656	0.44225	0.405	0.4325	0.4186	0.43969	0.46386	0.39806	0.42474	0.4324	0.42275	0.42395	0.42598	0.42996	0.42321	0.42045	0.42583	0.41712	0.42921	0.42772	0.42575	0.43264	0.42408	0.4259	0.42723	0.42678	0.4187	0.42461	0.42598	0.4426	0.43282	0.42615	0.42539	0.41041	0.4315	0.42673	0.42566	0.43628	0.42759	0.43112	0.4275	0.43505	0.42581	0.42163	0.42305	0.43415	0.42094	0.42562	0.42066	0.41712	0.42921	0.42772	0.42575
0.42749	0.43106	0.42531	0.42636	0.41926	0.42307	0.41976	0.41475	0.44108	0.41992	0.4248	0.42585	0.68073	0.43964	0.55001	0.43868	0.4131	0.43321	0.41755	0.42573	0.43716	0.42518	0.4198	0.43212	0.45764	0.42406	0.42471	0.42206	0.49887	0.45156	0.45343	0.56097	0.43028	0.42472	0.42553	0.42589	0.42469	0.42508	0.42766	0.42655	0.44171	0.40484	0.43255	0.41859	0.43965	0.46396	0.39804	0.42473	0.43269	0.42272	0.42396	0.426	0.42974	0.42315	0.42046	0.42584	0.41732	0.42921	0.42772	0.42575	0.43239	0.42408	0.4259	0.42723	0.42655	0.41864	0.42462	0.42598	0.44195	0.43254	0.42613	0.42539	0.41043	0.43159	0.42671	0.42566	0.4364	0.42753	0.43111	0.4275	0.43492	0.42579	0.42163	0.42305	0.43386	0.42087	0.42562	0.42065	0.41732	0.42921	0.42772	0.42575
0.42733	0.4311	0.42535	0.42635	0.41912	0.42317	0.41982	0.41478	0.44107	0.41983	0.42481	0.42585	0.67374	0.4386	0.54966	0.43866	0.41412	0.4334	0.41757	0.42573	0.43662	0.42486	0.4198	0.43212	0.45704	0.42374	0.4247	0.42206	0.49208	0.45083	0.45291	0.56061	0.43051	0.42472	0.42551	0.42589	0.42438	0.42509	0.42766	0.42654	0.44115	0.40467	0.4326	0.41859	0.4396	0.46407	0.39802	0.42471	0.43298	0.42269	0.42397	0.42601	0.42953	0.42308	0.42046	0.42584	0.41751	0.42921	0.42771	0.42575	0.43213	0.42408	0.42591	0.42723	0.42633	0.41858	0.42463	0.42598	0.4413	0.43225	0.42611	0.42539	0.41044	0.43168	0.4267	0.42566	0.4365	0.42748	0.4311	0.4275	0.43479	0.42577	0.42163	0.42304	0.43357	0.4208	0.42563	0.42065	0.41751	0.42921	0.42771	0.42575
0.42717	0.43113	0.42539	0.42634	0.41899	0.42326	0.41987	0.41481	0.44104	0.41974	0.42483	0.42585	0.66674	0.43758	0.54932	0.43864	0.41515	0.43359	0.4176	0.42573	0.43607	0.42453	0.4198	0.43212	0.45644	0.42341	0.4247	0.42206	0.4853	0.4501	0.45238	0.56024	0.43075	0.42472	0.42548	0.42589	0.42406	0.42509	0.42766	0.42653	0.44058	0.4045	0.43264	0.41858	0.43955	0.46417	0.398	0.4247	0.43325	0.42267	0.42399	0.42602	0.42932	0.42302	0.42047	0.42584	0.41771	0.42922	0.42771	0.42575	0.43187	0.42408	0.42591	0.42722	0.42611	0.41853	0.42464	0.42598	0.44065	0.43196	0.4261	0.42539	0.41047	0.43176	0.42668	0.42566	0.4366	0.42742	0.43109	0.4275	0.43465	0.42574	0.42163	0.42304	0.43328	0.42074	0.42563	0.42065	0.41771	0.42922	0.42771	0.42575
0.42702	0.43117	0.42543	0.42633	0.41886	0.42335	0.41992	0.41485	0.44101	0.41966	0.42485	0.42585	0.65973	0.43655	0.54897	0.43862	0.41619	0.43378	0.41762	0.42573	0.4355	0.42421	0.41979	0.43212	0.45584	0.42309	0.4247	0.42207	0.47856	0.44935	0.45184	0.55988	0.43099	0.42473	0.42546	0.42589	0.42374	0.42509	0.42766	0.42652	0.43999	0.40433	0.43269	0.41858	0.43948	0.46428	0.39798	0.42469	0.43351	0.42265	0.424	0.42604	0.42911	0.42295	0.42047	0.42585	0.41791	0.42922	0.42771	0.42575	0.43162	0.42408	0.42591	0.42722	0.42589	0.41847	0.42465	0.42598	0.44001	0.43168	0.42608	0.42539	0.4105	0.43185	0.42666	0.42566	0.43669	0.42737	0.43108	0.4275	0.4345	0.42572	0.42163	0.42304	0.43299	0.42067	0.42564	0.42065	0.41791	0.42922	0.42771	0.42575
0.42687	0.4312	0.42547	0.42632	0.41874	0.42345	0.41998	0.41488	0.44097	0.41957	0.42486	0.42585	0.65272	0.43552	0.54862	0.43859	0.41723	0.43397	0.41765	0.42573	0.43492	0.42389	0.41979	0.43212	0.45524	0.42277	0.42469	0.42207	0.47185	0.44859	0.45131	0.55951	0.43123	0.42473	0.42543	0.4259	0.42343	0.42509	0.42765	0.4265	0.4394	0.40415	0.43274	0.41858	0.43941	0.46439	0.39796	0.42467	0.43377	0.42263	0.42402	0.42605	0.4289	0.42289	0.42048	0.42585	0.41812	0.42923	0.42771	0.42575	0.43136	0.42408	0.42592	0.42722	0.42567	0.41842	0.42466	0.42598	0.43936	0.43139	0.42606	0.42538	0.41054	0.43194	0.42665	0.42566	0.43676	0.42731	0.43107	0.4275	0.43435	0.4257	0.42163	0.42304	0.4327	0.4206	0.42564	0.42064	0.41812	0.42923	0.42771	0.42575
0.42673	0.43124	0.42551	0.42631	0.41862	0.42354	0.42003	0.41492	0.44093	0.41948	0.42488	0.42585	0.64571	0.43449	0.54827	0.43857	0.41828	0.43416	0.41767	0.42573	0.43433	0.42357	0.41979	0.43212	0.45463	0.42245	0.42469	0.42208	0.46519	0.44783	0.45077	0.55915	0.43147	0.42473	0.42541	0.4259	0.42312	0.4251	0.42765	0.42649	0.43879	0.40398	0.43278	0.41857	0.43933	0.4645	0.39794	0.42466	0.43401	0.42261	0.42403	0.42606	0.42869	0.42282	0.42048	0.42586	0.41832	0.42923	0.42771	0.42575	0.43111	0.42408	0.42592	0.42721	0.42545	0.41836	0.42467	0.42598	0.43872	0.4311	0.42604	0.42538	0.41058	0.43203	0.42663	0.42566	0.43683	0.42725	0.43106	0.4275	0.4342	0.42567	0.42163	0.42303	0.43241	0.42053	0.42565	0.42064	0.41832	0.42923	0.42771	0.42575
